Unnamed: 0	season	division	round	localTeam	visitorTeam	localGoals	visitorGoals	date	timestamp
26542	2005-06	1	35	Betis	Atletico de Bilbao	1	1	29/04/2006	1146261600
26543	2005-06	1	35	Deportivo	Celta de Vigo	0	2	29/04/2006	1146261600
26544	2005-06	1	35	Atletico de Madrid	Mallorca	0	1	30/04/2006	1146348000
26545	2005-06	1	35	Getafe	Villarreal	1	1	30/04/2006	1146348000
26546	2005-06	1	35	Malaga	Santander	2	3	30/04/2006	1146348000
26547	2005-06	1	35	Osasuna	Real Madrid	0	1	30/04/2006	1146348000
26548	2005-06	1	35	Real Sociedad	Sevilla	1	2	30/04/2006	1146348000
26549	2005-06	1	35	Valencia	Alaves	3	0	30/04/2006	1146348000
26550	2005-06	1	35	Zaragoza	Espanol	1	1	30/04/2006	1146348000
26551	2005-06	1	36	Atletico de Bilbao	Zaragoza	1	0	03/05/2006	1146607200
26552	2005-06	1	36	Atletico de Madrid	Osasuna	0	1	03/05/2006	1146607200
26553	2005-06	1	36	Cadiz	Real Sociedad	2	2	03/05/2006	1146607200
26554	2005-06	1	36	Celta de Vigo	Barcelona	0	1	03/05/2006	1146607200
26555	2005-06	1	36	Alaves	Betis	2	0	03/05/2006	1146607200
26556	2005-06	1	36	Espanol	Deportivo	1	2	03/05/2006	1146607200
26557	2005-06	1	36	Mallorca	Valencia	2	1	03/05/2006	1146607200
26558	2005-06	1	36	Sevilla	Getafe	3	0	03/05/2006	1146607200
26559	2005-06	1	36	Villarreal	Malaga	2	1	03/05/2006	1146607200
26560	2005-06	1	36	Santander	Real Madrid	2	3	04/05/2006	1146693600
26561	2005-06	1	37	Barcelona	Espanol	2	0	06/05/2006	1146866400
26562	2005-06	1	37	Malaga	Sevilla	0	2	06/05/2006	1146866400
26563	2005-06	1	37	Valencia	Atletico de Madrid	1	1	06/05/2006	1146866400
26564	2005-06	1	37	Betis	Mallorca	2	1	07/05/2006	1146952800
26565	2005-06	1	37	Deportivo	Atletico de Bilbao	1	2	07/05/2006	1146952800
26566	2005-06	1	37	Getafe	Cadiz	3	1	07/05/2006	1146952800
26567	2005-06	1	37	Santander	Osasuna	2	1	07/05/2006	1146952800
26568	2005-06	1	37	Real Sociedad	Celta de Vigo	2	2	07/05/2006	1146952800
26569	2005-06	1	37	Real Madrid	Villarreal	3	3	07/05/2006	1146952800
26570	2005-06	1	37	Zaragoza	Alaves	3	0	07/05/2006	1146952800
26571	2005-06	1	38	Celta de Vigo	Getafe	1	0	12/05/2006	1147384800
26572	2005-06	1	38	Atletico de Madrid	Betis	1	1	13/05/2006	1147471200
26573	2005-06	1	38	Cadiz	Malaga	5	0	13/05/2006	1147471200
26574	2005-06	1	38	Alaves	Deportivo	1	0	13/05/2006	1147471200
26575	2005-06	1	38	Espanol	Real Sociedad	1	0	13/05/2006	1147471200
26576	2005-06	1	38	Mallorca	Zaragoza	3	1	13/05/2006	1147471200
26577	2005-06	1	38	Villarreal	Santander	2	0	13/05/2006	1147471200
26578	2005-06	1	38	Osasuna	Valencia	2	1	16/05/2006	1147730400
26579	2005-06	1	38	Sevilla	Real Madrid	4	3	16/05/2006	1147730400
26580	2005-06	1	38	Atletico de Bilbao	Barcelona	3	1	20/05/2006	1148076000
27043	2006-07	1	1	Valencia	Betis	2	1	26/08/2006	1156543200
27044	2006-07	1	1	Atletico de Bilbao	Real Sociedad	1	1	27/08/2006	1156629600
27045	2006-07	1	1	Deportivo	Zaragoza	3	2	27/08/2006	1156629600
27046	2006-07	1	1	Espanol	Gimnastic de Tarragona	0	1	27/08/2006	1156629600
27047	2006-07	1	1	Recreativo de Huelva	Mallorca	1	1	27/08/2006	1156629600
27048	2006-07	1	1	Osasuna	Getafe	0	2	27/08/2006	1156629600
27049	2006-07	1	1	Santander	Atletico de Madrid	0	1	27/08/2006	1156629600
27050	2006-07	1	1	Real Madrid	Villarreal	0	0	27/08/2006	1156629600
27051	2006-07	1	1	Celta de Vigo	Barcelona	2	3	28/08/2006	1156716000
27052	2006-07	1	1	Sevilla	Levante	4	0	29/08/2006	1156802400
27053	2006-07	1	2	Atletico de Madrid	Valencia	0	1	09/09/2006	1157752800
27054	2006-07	1	2	Barcelona	Osasuna	3	0	09/09/2006	1157752800
27055	2006-07	1	2	Betis	Atletico de Bilbao	3	0	10/09/2006	1157839200
27056	2006-07	1	2	Getafe	Santander	1	0	10/09/2006	1157839200
27057	2006-07	1	2	Levante	Real Madrid	1	4	10/09/2006	1157839200
27058	2006-07	1	2	Mallorca	Deportivo	0	0	10/09/2006	1157839200
27059	2006-07	1	2	Real Sociedad	Sevilla	1	3	10/09/2006	1157839200
27060	2006-07	1	2	Gimnastic de Tarragona	Celta de Vigo	1	2	10/09/2006	1157839200
27061	2006-07	1	2	Villarreal	Recreativo de Huelva	0	1	10/09/2006	1157839200
27062	2006-07	1	2	Zaragoza	Espanol	3	0	10/09/2006	1157839200
27063	2006-07	1	3	Deportivo	Villarreal	2	0	16/09/2006	1158357600
27064	2006-07	1	3	Atletico de Bilbao	Atletico de Madrid	1	4	17/09/2006	1158444000
27065	2006-07	1	3	Espanol	Celta de Vigo	2	1	17/09/2006	1158444000
27066	2006-07	1	3	Recreativo de Huelva	Levante	0	1	17/09/2006	1158444000
27067	2006-07	1	3	Osasuna	Gimnastic de Tarragona	2	0	17/09/2006	1158444000
27068	2006-07	1	3	Santander	Barcelona	0	3	17/09/2006	1158444000
27069	2006-07	1	3	Real Madrid	Real Sociedad	2	0	17/09/2006	1158444000
27070	2006-07	1	3	Sevilla	Betis	3	2	17/09/2006	1158444000
27071	2006-07	1	3	Valencia	Getafe	2	0	17/09/2006	1158444000
27072	2006-07	1	3	Zaragoza	Mallorca	2	0	17/09/2006	1158444000
27073	2006-07	1	4	Betis	Real Madrid	0	1	23/09/2006	1158962400
27074	2006-07	1	4	Atletico de Madrid	Sevilla	2	1	24/09/2006	1159048800
27075	2006-07	1	4	Barcelona	Valencia	1	1	24/09/2006	1159048800
27076	2006-07	1	4	Celta de Vigo	Osasuna	0	2	24/09/2006	1159048800
27077	2006-07	1	4	Getafe	Atletico de Bilbao	0	0	24/09/2006	1159048800
27078	2006-07	1	4	Levante	Deportivo	2	0	24/09/2006	1159048800
27079	2006-07	1	4	Mallorca	Espanol	1	0	24/09/2006	1159048800
27080	2006-07	1	4	Real Sociedad	Recreativo de Huelva	2	3	24/09/2006	1159048800
27081	2006-07	1	4	Gimnastic de Tarragona	Santander	2	2	24/09/2006	1159048800
27082	2006-07	1	4	Villarreal	Zaragoza	3	2	24/09/2006	1159048800
27083	2006-07	1	5	Atletico de Bilbao	Barcelona	1	3	30/09/2006	1159567200
27084	2006-07	1	5	Deportivo	Real Sociedad	2	0	01/10/2006	1159653600
27085	2006-07	1	5	Espanol	Osasuna	0	0	01/10/2006	1159653600
27086	2006-07	1	5	Recreativo de Huelva	Betis	2	0	01/10/2006	1159653600
27087	2006-07	1	5	Mallorca	Villarreal	1	2	01/10/2006	1159653600
27088	2006-07	1	5	Santander	Celta de Vigo	1	1	01/10/2006	1159653600
27089	2006-07	1	5	Real Madrid	Atletico de Madrid	1	1	01/10/2006	1159653600
27090	2006-07	1	5	Sevilla	Getafe	1	0	01/10/2006	1159653600
27091	2006-07	1	5	Valencia	Gimnastic de Tarragona	4	0	01/10/2006	1159653600
27092	2006-07	1	5	Zaragoza	Levante	2	2	01/10/2006	1159653600
27093	2006-07	1	6	Atletico de Madrid	Recreativo de Huelva	2	1	14/10/2006	1160776800
27094	2006-07	1	6	Getafe	Real Madrid	1	0	14/10/2006	1160776800
27095	2006-07	1	6	Barcelona	Sevilla	3	1	15/10/2006	1160863200
27096	2006-07	1	6	Betis	Deportivo	1	1	15/10/2006	1160863200
27097	2006-07	1	6	Celta de Vigo	Valencia	3	2	15/10/2006	1160863200
27098	2006-07	1	6	Levante	Mallorca	0	1	15/10/2006	1160863200
27099	2006-07	1	6	Osasuna	Santander	0	1	15/10/2006	1160863200
27100	2006-07	1	6	Real Sociedad	Zaragoza	1	3	15/10/2006	1160863200
27101	2006-07	1	6	Gimnastic de Tarragona	Atletico de Bilbao	2	3	15/10/2006	1160863200
27102	2006-07	1	6	Villarreal	Espanol	0	0	15/10/2006	1160863200
27103	2006-07	1	7	Deportivo	Atletico de Madrid	1	0	21/10/2006	1161381600
27104	2006-07	1	7	Villarreal	Levante	1	1	21/10/2006	1161381600
27105	2006-07	1	7	Zaragoza	Betis	2	1	21/10/2006	1161381600
27106	2006-07	1	7	Atletico de Bilbao	Celta de Vigo	0	1	22/10/2006	1161468000
27107	2006-07	1	7	Espanol	Santander	2	2	22/10/2006	1161468000
27108	2006-07	1	7	Recreativo de Huelva	Getafe	1	2	22/10/2006	1161468000
27109	2006-07	1	7	Mallorca	Real Sociedad	0	0	22/10/2006	1161468000
27110	2006-07	1	7	Real Madrid	Barcelona	2	0	22/10/2006	1161468000
27111	2006-07	1	7	Sevilla	Gimnastic de Tarragona	2	1	22/10/2006	1161468000
27112	2006-07	1	7	Valencia	Osasuna	1	0	22/10/2006	1161468000
27113	2006-07	1	8	Barcelona	Recreativo de Huelva	3	0	28/10/2006	1161986400
27114	2006-07	1	8	Santander	Valencia	1	0	28/10/2006	1161986400
27115	2006-07	1	8	Gimnastic de Tarragona	Real Madrid	1	3	28/10/2006	1161986400
27116	2006-07	1	8	Atletico de Madrid	Zaragoza	0	1	29/10/2006	1162072800
27117	2006-07	1	8	Betis	Mallorca	0	1	29/10/2006	1162072800
27118	2006-07	1	8	Celta de Vigo	Sevilla	1	2	29/10/2006	1162072800
27119	2006-07	1	8	Getafe	Deportivo	2	0	29/10/2006	1162072800
27120	2006-07	1	8	Levante	Espanol	0	0	29/10/2006	1162072800
27121	2006-07	1	8	Osasuna	Atletico de Bilbao	1	1	29/10/2006	1162072800
27122	2006-07	1	8	Real Sociedad	Villarreal	0	1	29/10/2006	1162072800
27123	2006-07	1	9	Deportivo	Barcelona	1	1	04/11/2006	1162594800
27124	2006-07	1	9	Levante	Real Sociedad	2	0	04/11/2006	1162594800
27125	2006-07	1	9	Mallorca	Atletico de Madrid	0	0	04/11/2006	1162594800
27126	2006-07	1	9	Atletico de Bilbao	Santander	0	0	05/11/2006	1162681200
27127	2006-07	1	9	Espanol	Valencia	1	1	05/11/2006	1162681200
27128	2006-07	1	9	Recreativo de Huelva	Gimnastic de Tarragona	2	1	05/11/2006	1162681200
27129	2006-07	1	9	Real Madrid	Celta de Vigo	1	2	05/11/2006	1162681200
27130	2006-07	1	9	Sevilla	Osasuna	2	0	05/11/2006	1162681200
27131	2006-07	1	9	Villarreal	Betis	3	2	05/11/2006	1162681200
27132	2006-07	1	9	Zaragoza	Getafe	3	1	05/11/2006	1162681200
27133	2006-07	1	10	Atletico de Madrid	Villarreal	3	1	11/11/2006	1163199600
27134	2006-07	1	10	Valencia	Atletico de Bilbao	1	1	11/11/2006	1163199600
27135	2006-07	1	10	Barcelona	Zaragoza	3	1	12/11/2006	1163286000
27136	2006-07	1	10	Betis	Levante	2	1	12/11/2006	1163286000
27137	2006-07	1	10	Celta de Vigo	Recreativo de Huelva	1	2	12/11/2006	1163286000
27138	2006-07	1	10	Getafe	Mallorca	1	0	12/11/2006	1163286000
27139	2006-07	1	10	Osasuna	Real Madrid	1	4	12/11/2006	1163286000
27140	2006-07	1	10	Santander	Sevilla	0	0	12/11/2006	1163286000
27141	2006-07	1	10	Real Sociedad	Espanol	1	1	12/11/2006	1163286000
27142	2006-07	1	10	Gimnastic de Tarragona	Deportivo	0	0	12/11/2006	1163286000
27143	2006-07	1	11	Real Madrid	Santander	3	1	18/11/2006	1163804400
27144	2006-07	1	11	Sevilla	Valencia	3	0	18/11/2006	1163804400
27145	2006-07	1	11	Deportivo	Celta de Vigo	0	1	19/11/2006	1163890800
27146	2006-07	1	11	Espanol	Atletico de Bilbao	3	2	19/11/2006	1163890800
27147	2006-07	1	11	Recreativo de Huelva	Osasuna	2	0	19/11/2006	1163890800
27148	2006-07	1	11	Levante	Atletico de Madrid	0	3	19/11/2006	1163890800
27149	2006-07	1	11	Mallorca	Barcelona	1	4	19/11/2006	1163890800
27150	2006-07	1	11	Real Sociedad	Betis	0	0	19/11/2006	1163890800
27151	2006-07	1	11	Villarreal	Getafe	1	0	19/11/2006	1163890800
27152	2006-07	1	11	Zaragoza	Gimnastic de Tarragona	3	0	19/11/2006	1163890800
27153	2006-07	1	12	Atletico de Madrid	Real Sociedad	1	1	25/11/2006	1164409200
27154	2006-07	1	12	Barcelona	Villarreal	4	0	25/11/2006	1164409200
27155	2006-07	1	12	Atletico de Bilbao	Sevilla	1	3	26/11/2006	1164495600
27156	2006-07	1	12	Betis	Espanol	1	1	26/11/2006	1164495600
27157	2006-07	1	12	Celta de Vigo	Zaragoza	1	1	26/11/2006	1164495600
27158	2006-07	1	12	Getafe	Levante	0	0	26/11/2006	1164495600
27159	2006-07	1	12	Osasuna	Deportivo	4	1	26/11/2006	1164495600
27160	2006-07	1	12	Santander	Recreativo de Huelva	4	3	26/11/2006	1164495600
27161	2006-07	1	12	Gimnastic de Tarragona	Mallorca	2	3	26/11/2006	1164495600
27162	2006-07	1	12	Valencia	Real Madrid	0	1	26/11/2006	1164495600
27163	2006-07	1	13	Betis	Atletico de Madrid	0	1	02/12/2006	1165014000
27164	2006-07	1	13	Recreativo de Huelva	Valencia	2	0	02/12/2006	1165014000
27165	2006-07	1	13	Levante	Barcelona	1	1	02/12/2006	1165014000
27166	2006-07	1	13	Deportivo	Santander	0	0	03/12/2006	1165100400
27167	2006-07	1	13	Espanol	Sevilla	2	1	03/12/2006	1165100400
27168	2006-07	1	13	Mallorca	Celta de Vigo	2	2	03/12/2006	1165100400
27169	2006-07	1	13	Real Sociedad	Getafe	0	0	03/12/2006	1165100400
27170	2006-07	1	13	Real Madrid	Atletico de Bilbao	2	1	03/12/2006	1165100400
27171	2006-07	1	13	Villarreal	Gimnastic de Tarragona	2	0	03/12/2006	1165100400
27172	2006-07	1	13	Zaragoza	Osasuna	1	2	03/12/2006	1165100400
27173	2006-07	1	14	Barcelona	Real Sociedad	1	0	09/12/2006	1165618800
27174	2006-07	1	14	Sevilla	Real Madrid	2	1	09/12/2006	1165618800
27175	2006-07	1	14	Atletico de Bilbao	Recreativo de Huelva	4	2	10/12/2006	1165705200
27176	2006-07	1	14	Atletico de Madrid	Espanol	1	2	10/12/2006	1165705200
27177	2006-07	1	14	Celta de Vigo	Villarreal	1	1	10/12/2006	1165705200
27178	2006-07	1	14	Getafe	Betis	1	1	10/12/2006	1165705200
27179	2006-07	1	14	Osasuna	Mallorca	3	0	10/12/2006	1165705200
27180	2006-07	1	14	Santander	Zaragoza	0	2	10/12/2006	1165705200
27181	2006-07	1	14	Gimnastic de Tarragona	Levante	2	1	10/12/2006	1165705200
27182	2006-07	1	14	Valencia	Deportivo	4	0	10/12/2006	1165705200
27183	2006-07	1	15	Deportivo	Atletico de Bilbao	0	2	16/12/2006	1166223600
27184	2006-07	1	15	Mallorca	Santander	1	2	16/12/2006	1166223600
27185	2006-07	1	15	Zaragoza	Valencia	0	1	16/12/2006	1166223600
27186	2006-07	1	15	Atletico de Madrid	Getafe	1	0	17/12/2006	1166310000
27187	2006-07	1	15	Espanol	Real Madrid	0	1	17/12/2006	1166310000
27188	2006-07	1	15	Recreativo de Huelva	Sevilla	1	3	17/12/2006	1166310000
27189	2006-07	1	15	Levante	Celta de Vigo	1	1	17/12/2006	1166310000
27190	2006-07	1	15	Real Sociedad	Gimnastic de Tarragona	3	2	17/12/2006	1166310000
27191	2006-07	1	15	Villarreal	Osasuna	1	4	17/12/2006	1166310000
27192	2006-07	1	15	Betis	Barcelona	1	1	24/01/2007	1169593200
27193	2006-07	1	16	Atletico de Bilbao	Zaragoza	0	0	19/12/2006	1166482800
27194	2006-07	1	16	Valencia	Mallorca	3	1	19/12/2006	1166482800
27195	2006-07	1	16	Celta de Vigo	Real Sociedad	0	0	20/12/2006	1166569200
27196	2006-07	1	16	Getafe	Espanol	0	1	20/12/2006	1166569200
27197	2006-07	1	16	Osasuna	Levante	2	1	20/12/2006	1166569200
27198	2006-07	1	16	Santander	Villarreal	2	1	20/12/2006	1166569200
27199	2006-07	1	16	Real Madrid	Recreativo de Huelva	0	3	20/12/2006	1166569200
27200	2006-07	1	16	Sevilla	Deportivo	4	0	20/12/2006	1166569200
27201	2006-07	1	16	Gimnastic de Tarragona	Betis	0	1	20/12/2006	1166569200
27202	2006-07	1	16	Barcelona	Atletico de Madrid	1	1	21/12/2006	1166655600
27203	2006-07	1	17	Atletico de Madrid	Gimnastic de Tarragona	0	0	06/01/2007	1168038000
27204	2006-07	1	17	Real Sociedad	Osasuna	2	1	06/01/2007	1168038000
27205	2006-07	1	17	Zaragoza	Sevilla	2	1	06/01/2007	1168038000
27206	2006-07	1	17	Betis	Celta de Vigo	1	0	07/01/2007	1168124400
27207	2006-07	1	17	Deportivo	Real Madrid	2	0	07/01/2007	1168124400
27208	2006-07	1	17	Espanol	Recreativo de Huelva	0	1	07/01/2007	1168124400
27209	2006-07	1	17	Getafe	Barcelona	1	1	07/01/2007	1168124400
27210	2006-07	1	17	Levante	Santander	2	0	07/01/2007	1168124400
27211	2006-07	1	17	Mallorca	Atletico de Bilbao	1	3	07/01/2007	1168124400
27212	2006-07	1	17	Villarreal	Valencia	0	1	07/01/2007	1168124400
27213	2006-07	1	18	Espanol	Barcelona	3	1	13/01/2007	1168642800
27214	2006-07	1	18	Valencia	Levante	3	0	13/01/2007	1168642800
27215	2006-07	1	18	Atletico de Bilbao	Villarreal	0	1	14/01/2007	1168729200
27216	2006-07	1	18	Celta de Vigo	Atletico de Madrid	1	3	14/01/2007	1168729200
27217	2006-07	1	18	Recreativo de Huelva	Deportivo	1	1	14/01/2007	1168729200
27218	2006-07	1	18	Osasuna	Betis	5	1	14/01/2007	1168729200
27219	2006-07	1	18	Santander	Real Sociedad	1	0	14/01/2007	1168729200
27220	2006-07	1	18	Real Madrid	Zaragoza	1	0	14/01/2007	1168729200
27221	2006-07	1	18	Sevilla	Mallorca	1	2	14/01/2007	1168729200
27222	2006-07	1	18	Gimnastic de Tarragona	Getafe	1	3	14/01/2007	1168729200
27223	2006-07	1	19	Atletico de Madrid	Osasuna	1	0	20/01/2007	1169247600
27224	2006-07	1	19	Villarreal	Sevilla	0	0	20/01/2007	1169247600
27225	2006-07	1	19	Barcelona	Gimnastic de Tarragona	3	0	21/01/2007	1169334000
27226	2006-07	1	19	Betis	Santander	1	1	21/01/2007	1169334000
27227	2006-07	1	19	Deportivo	Espanol	0	0	21/01/2007	1169334000
27228	2006-07	1	19	Getafe	Celta de Vigo	1	0	21/01/2007	1169334000
27229	2006-07	1	19	Levante	Atletico de Bilbao	0	0	21/01/2007	1169334000
27230	2006-07	1	19	Mallorca	Real Madrid	0	1	21/01/2007	1169334000
27231	2006-07	1	19	Real Sociedad	Valencia	0	1	21/01/2007	1169334000
27232	2006-07	1	19	Zaragoza	Recreativo de Huelva	0	0	21/01/2007	1169334000
27233	2006-07	1	20	Atletico de Madrid	Santander	1	1	27/01/2007	1169852400
27234	2006-07	1	20	Villarreal	Real Madrid	1	0	27/01/2007	1169852400
27235	2006-07	1	20	Barcelona	Celta de Vigo	3	1	28/01/2007	1169938800
27236	2006-07	1	20	Betis	Valencia	2	1	28/01/2007	1169938800
27237	2006-07	1	20	Getafe	Osasuna	2	0	28/01/2007	1169938800
27238	2006-07	1	20	Levante	Sevilla	2	4	28/01/2007	1169938800
27239	2006-07	1	20	Mallorca	Recreativo de Huelva	2	1	28/01/2007	1169938800
27240	2006-07	1	20	Real Sociedad	Atletico de Bilbao	0	2	28/01/2007	1169938800
27241	2006-07	1	20	Gimnastic de Tarragona	Espanol	4	0	28/01/2007	1169938800
27242	2006-07	1	20	Zaragoza	Deportivo	1	1	28/01/2007	1169938800
27243	2006-07	1	21	Deportivo	Mallorca	1	0	03/02/2007	1170457200
27244	2006-07	1	21	Espanol	Zaragoza	1	2	03/02/2007	1170457200
27245	2006-07	1	21	Valencia	Atletico de Madrid	3	1	03/02/2007	1170457200
27246	2006-07	1	21	Atletico de Bilbao	Betis	1	2	04/02/2007	1170543600
27247	2006-07	1	21	Celta de Vigo	Gimnastic de Tarragona	1	1	04/02/2007	1170543600
27248	2006-07	1	21	Recreativo de Huelva	Villarreal	2	1	04/02/2007	1170543600
27249	2006-07	1	21	Osasuna	Barcelona	0	0	04/02/2007	1170543600
27250	2006-07	1	21	Santander	Getafe	1	0	04/02/2007	1170543600
27251	2006-07	1	21	Real Madrid	Levante	0	1	04/02/2007	1170543600
27252	2006-07	1	21	Sevilla	Real Sociedad	0	0	04/02/2007	1170543600
27253	2006-07	1	22	Betis	Sevilla	0	0	10/02/2007	1171062000
27254	2006-07	1	22	Real Sociedad	Real Madrid	1	2	10/02/2007	1171062000
27255	2006-07	1	22	Atletico de Madrid	Atletico de Bilbao	1	0	11/02/2007	1171148400
27256	2006-07	1	22	Barcelona	Santander	2	0	11/02/2007	1171148400
27257	2006-07	1	22	Celta de Vigo	Espanol	0	2	11/02/2007	1171148400
27258	2006-07	1	22	Getafe	Valencia	3	0	11/02/2007	1171148400
27259	2006-07	1	22	Levante	Recreativo de Huelva	2	1	11/02/2007	1171148400
27260	2006-07	1	22	Mallorca	Zaragoza	2	1	11/02/2007	1171148400
27261	2006-07	1	22	Gimnastic de Tarragona	Osasuna	2	3	11/02/2007	1171148400
27262	2006-07	1	22	Villarreal	Deportivo	0	2	11/02/2007	1171148400
27263	2006-07	1	23	Real Madrid	Betis	0	0	17/02/2007	1171666800
27264	2006-07	1	23	Zaragoza	Villarreal	1	0	17/02/2007	1171666800
27265	2006-07	1	23	Atletico de Bilbao	Getafe	2	0	18/02/2007	1171753200
27266	2006-07	1	23	Deportivo	Levante	0	0	18/02/2007	1171753200
27267	2006-07	1	23	Espanol	Mallorca	3	1	18/02/2007	1171753200
27268	2006-07	1	23	Recreativo de Huelva	Real Sociedad	1	0	18/02/2007	1171753200
27269	2006-07	1	23	Osasuna	Celta de Vigo	0	1	18/02/2007	1171753200
27270	2006-07	1	23	Santander	Gimnastic de Tarragona	4	1	18/02/2007	1171753200
27271	2006-07	1	23	Sevilla	Atletico de Madrid	3	1	18/02/2007	1171753200
27272	2006-07	1	23	Valencia	Barcelona	2	1	18/02/2007	1171753200
27273	2006-07	1	24	Atletico de Madrid	Real Madrid	1	1	24/02/2007	1172271600
27274	2006-07	1	24	Real Sociedad	Deportivo	0	1	24/02/2007	1172271600
27275	2006-07	1	24	Barcelona	Atletico de Bilbao	3	0	25/02/2007	1172358000
27276	2006-07	1	24	Betis	Recreativo de Huelva	0	0	25/02/2007	1172358000
27277	2006-07	1	24	Celta de Vigo	Santander	2	2	25/02/2007	1172358000
27278	2006-07	1	24	Getafe	Sevilla	0	0	25/02/2007	1172358000
27279	2006-07	1	24	Levante	Zaragoza	0	0	25/02/2007	1172358000
27280	2006-07	1	24	Osasuna	Espanol	0	2	25/02/2007	1172358000
27281	2006-07	1	24	Gimnastic de Tarragona	Valencia	1	1	25/02/2007	1172358000
27282	2006-07	1	24	Villarreal	Mallorca	2	1	25/02/2007	1172358000
27283	2006-07	1	25	Sevilla	Barcelona	2	1	03/03/2007	1172876400
27284	2006-07	1	25	Valencia	Celta de Vigo	1	0	03/03/2007	1172876400
27285	2006-07	1	25	Atletico de Bilbao	Gimnastic de Tarragona	0	2	04/03/2007	1172962800
27286	2006-07	1	25	Deportivo	Betis	0	1	04/03/2007	1172962800
27287	2006-07	1	25	Espanol	Villarreal	1	1	04/03/2007	1172962800
27288	2006-07	1	25	Recreativo de Huelva	Atletico de Madrid	1	0	04/03/2007	1172962800
27289	2006-07	1	25	Mallorca	Levante	3	1	04/03/2007	1172962800
27290	2006-07	1	25	Santander	Osasuna	1	0	04/03/2007	1172962800
27291	2006-07	1	25	Real Madrid	Getafe	1	1	04/03/2007	1172962800
27292	2006-07	1	25	Zaragoza	Real Sociedad	3	2	04/03/2007	1172962800
27293	2006-07	1	26	Barcelona	Real Madrid	3	3	10/03/2007	1173481200
27294	2006-07	1	26	Levante	Villarreal	0	2	10/03/2007	1173481200
27295	2006-07	1	26	Atletico de Madrid	Deportivo	2	0	11/03/2007	1173567600
27296	2006-07	1	26	Betis	Zaragoza	1	1	11/03/2007	1173567600
27297	2006-07	1	26	Celta de Vigo	Atletico de Bilbao	1	1	11/03/2007	1173567600
27298	2006-07	1	26	Getafe	Recreativo de Huelva	1	1	11/03/2007	1173567600
27299	2006-07	1	26	Osasuna	Valencia	1	1	11/03/2007	1173567600
27300	2006-07	1	26	Santander	Espanol	1	1	11/03/2007	1173567600
27301	2006-07	1	26	Real Sociedad	Mallorca	3	1	11/03/2007	1173567600
27302	2006-07	1	26	Gimnastic de Tarragona	Sevilla	1	0	11/03/2007	1173567600
27303	2006-07	1	27	Atletico de Bilbao	Osasuna	0	3	17/03/2007	1174086000
27304	2006-07	1	27	Recreativo de Huelva	Barcelona	0	4	17/03/2007	1174086000
27305	2006-07	1	27	Mallorca	Betis	2	0	17/03/2007	1174086000
27306	2006-07	1	27	Valencia	Santander	0	2	17/03/2007	1174086000
27307	2006-07	1	27	Deportivo	Getafe	1	0	18/03/2007	1174172400
27308	2006-07	1	27	Espanol	Levante	1	1	18/03/2007	1174172400
27309	2006-07	1	27	Real Madrid	Gimnastic de Tarragona	2	0	18/03/2007	1174172400
27310	2006-07	1	27	Sevilla	Celta de Vigo	2	0	18/03/2007	1174172400
27311	2006-07	1	27	Villarreal	Real Sociedad	1	1	18/03/2007	1174172400
27312	2006-07	1	27	Zaragoza	Atletico de Madrid	1	0	18/03/2007	1174172400
27313	2006-07	1	28	Barcelona	Deportivo	2	1	31/03/2007	1175292000
27314	2006-07	1	28	Betis	Villarreal	3	3	31/03/2007	1175292000
27315	2006-07	1	28	Real Sociedad	Levante	1	0	31/03/2007	1175292000
27316	2006-07	1	28	Valencia	Espanol	3	2	31/03/2007	1175292000
27317	2006-07	1	28	Atletico de Madrid	Mallorca	1	1	01/04/2007	1175378400
27318	2006-07	1	28	Celta de Vigo	Real Madrid	1	2	01/04/2007	1175378400
27319	2006-07	1	28	Getafe	Zaragoza	2	2	01/04/2007	1175378400
27320	2006-07	1	28	Osasuna	Sevilla	0	0	01/04/2007	1175378400
27321	2006-07	1	28	Santander	Atletico de Bilbao	5	4	01/04/2007	1175378400
27322	2006-07	1	28	Gimnastic de Tarragona	Recreativo de Huelva	1	1	01/04/2007	1175378400
27323	2006-07	1	29	Atletico de Bilbao	Valencia	1	0	07/04/2007	1175896800
27324	2006-07	1	29	Zaragoza	Barcelona	1	0	07/04/2007	1175896800
27325	2006-07	1	29	Deportivo	Gimnastic de Tarragona	1	0	08/04/2007	1175983200
27326	2006-07	1	29	Espanol	Real Sociedad	1	0	08/04/2007	1175983200
27327	2006-07	1	29	Recreativo de Huelva	Celta de Vigo	4	2	08/04/2007	1175983200
27328	2006-07	1	29	Levante	Betis	1	1	08/04/2007	1175983200
27329	2006-07	1	29	Mallorca	Getafe	2	0	08/04/2007	1175983200
27330	2006-07	1	29	Real Madrid	Osasuna	2	0	08/04/2007	1175983200
27331	2006-07	1	29	Sevilla	Santander	0	0	08/04/2007	1175983200
27332	2006-07	1	29	Villarreal	Atletico de Madrid	0	1	08/04/2007	1175983200
27333	2006-07	1	30	Betis	Real Sociedad	0	1	14/04/2007	1176501600
27334	2006-07	1	30	Santander	Real Madrid	2	1	14/04/2007	1176501600
27335	2006-07	1	30	Atletico de Bilbao	Espanol	2	1	15/04/2007	1176588000
27336	2006-07	1	30	Atletico de Madrid	Levante	1	0	15/04/2007	1176588000
27337	2006-07	1	30	Barcelona	Mallorca	1	0	15/04/2007	1176588000
